subject,trial,metric,phone,kinect
P04_S2,T01,time,10.066818953225527,10.166666666666668
P04_S2,T01,time_sit2stand,5.000075639019301,4.9
P04_S2,T01,time_stand2sit,3.966726673621979,4.066666666666666
P04_S2,T01,time_sd,0.07180328363801952,0.15347819244295116
P04_S2,T01,trunk_lean_max,198.6216546911925,197.78548501276063
P04_S2,T01,trunk_lean_range_mean,14.123106193008192,16.15229185157132
P04_S2,T01,right_knee_range_mean,68.53597453584976,74.3485362573705
P04_S2,T01,left_knee_range_mean,68.93500077997984,67.52221412645027
P04_S2,T01,right_hip_range_mean,66.05593124082661,63.2874451973111
P04_S2,T01,left_hip_range_mean,67.22013550417697,65.39662775370626
P04_S2,T01,alcazar_rel_power_Wkg,2.6179635416563913,2.5922522950819658
P04_S2,T01,alcazar_power_W,192.6821166659104,190.78976891803265
P04_S2,T02,time,9.83349595176572,9.633333333333333
P04_S2,T02,time_sit2stand,4.90008103359173,4.7
P04_S2,T02,time_stand2sit,3.8333967269595175,3.8666666666666667
P04_S2,T02,time_sd,0.08432879883288118,0.12364824660660936
P04_S2,T02,trunk_lean_max,197.83804680380823,195.49987295774267
P04_S2,T02,trunk_lean_range_mean,13.219693115809452,12.957402428894103
P04_S2,T02,right_knee_range_mean,69.55260419086102,77.86556112281872
P04_S2,T02,left_knee_range_mean,61.841852215896914,67.62325621921813
P04_S2,T02,right_hip_range_mean,67.46237883122714,63.94231907331226
P04_S2,T02,left_hip_range_mean,59.73070318847359,67.58750029887338
P04_S2,T02,alcazar_rel_power_Wkg,2.6800809324854318,2.7357679930795844
P04_S2,T02,alcazar_power_W,197.25395663092777,201.35252429065739
P04_S2,T03,time,8.76681905248807,8.633333333333333
P04_S2,T03,time_sit2stand,4.333408657123381,4.4
P04_S2,T03,time_stand2sit,3.5000608384458083,3.4000000000000004
P04_S2,T03,time_sd,0.08055504004060693,0.08273115763993906
P04_S2,T03,trunk_lean_max,196.2074945438148,195.07839998507535
P04_S2,T03,trunk_lean_range_mean,11.081539141995743,11.474389670436803
P04_S2,T03,right_knee_range_mean,68.15424895693096,79.04707975675606
P04_S2,T03,left_knee_range_mean,60.66492825802484,64.10729681535886
P04_S2,T03,right_hip_range_mean,69.14623181986646,66.40921053364193
P04_S2,T03,left_hip_range_mean,62.009446013516744,68.78427998394491
P04_S2,T03,alcazar_rel_power_Wkg,3.006171889965086,3.0526523166023156
P04_S2,T03,alcazar_power_W,221.25425110143033,224.67521050193042
P04_S2,T04,time,8.266803821015586,8.066666666666666
P04_S2,T04,time_sit2stand,3.9667324786324785,3.933333333333334
P04_S2,T04,time_stand2sit,3.2000530920060335,3.3000000000000003
P04_S2,T04,time_sd,0.12037179765413254,0.054160256030906406
P04_S2,T04,trunk_lean_max,197.02346281794593,195.39762758217535
P04_S2,T04,trunk_lean_range_mean,13.958019995926819,12.5780931033699
P04_S2,T04,right_knee_range_mean,65.55096123075649,74.9152931939912
P04_S2,T04,left_knee_range_mean,37.946431309381076,64.46132170908399
P04_S2,T04,right_hip_range_mean,62.00434600283754,66.53327719486172
P04_S2,T04,left_hip_range_mean,40.93517727224399,65.8750306543114
P04_S2,T04,alcazar_rel_power_Wkg,3.1879993248421252,3.267094834710743
P04_S2,T04,alcazar_power_W,234.6367503083804,240.45817983471065
P04_S2,T05,time,8.000139702105804,7.933333333333333
P04_S2,T05,time_sit2stand,3.7333985276493755,3.6666666666666665
P04_S2,T05,time_stand2sit,3.0000523882896766,3.166666666666667
P04_S2,T05,time_sd,0.22211496199269354,0.10666666666666667
P04_S2,T05,trunk_lean_max,198.60292592584943,197.12062382085583
P04_S2,T05,trunk_lean_range_mean,13.680027850692374,14.181911516830482
P04_S2,T05,right_knee_range_mean,63.15252476272051,69.23883994918256
P04_S2,T05,left_knee_range_mean,47.542979275743164,56.95620869668652
P04_S2,T05,right_hip_range_mean,62.40392884879346,61.69366867725478
P04_S2,T05,left_hip_range_mean,47.55037726615764,62.45043104322117
P04_S2,T05,alcazar_rel_power_Wkg,3.2942630980635146,3.3220039915966377
P04_S2,T05,alcazar_power_W,242.45776401747466,244.4994937815125
