subject,trial,metric,phone,kinect
P01,T01,time,8.06680271164021,8.133333333333333
P01,T01,time_sit2stand,3.433391236772487,3.5
P01,T01,time_stand2sit,3.9333996693121698,3.9000000000000004
P01,T01,time_sd,0.3194493488000526,0.303607934312952
P01,T01,trunk_lean_max,206.1712340415177,214.59174327016257
P01,T01,trunk_lean_range_mean,24.77888412315519,32.68768345175512
P01,T01,right_knee_range_mean,75.04753212377436,70.00310159171228
P01,T01,left_knee_range_mean,74.21255826691169,91.6102884173079
P01,T01,right_hip_range_mean,82.57648843675113,89.49408377888237
P01,T01,left_hip_range_mean,79.99014757378683,99.85994661542068
P01,T01,alcazar_rel_power_Wkg,4.651564112985534,4.613514344262296
P01,T01,alcazar_power_W,427.94389839466913,424.4433196721312
P01,T02,time,7.6334637163561085,7.766666666666667
P01,T02,time_sit2stand,3.700063198757764,3.8666666666666663
P01,T02,time_stand2sit,3.2000546583850933,3.166666666666667
P01,T02,time_sd,0.14817660272953914,0.13920408678547405
P01,T02,trunk_lean_max,201.73612125887038,208.79437734392332
P01,T02,trunk_lean_range_mean,25.24529577231984,32.6534051363372
P01,T02,right_knee_range_mean,73.80268461150762,80.55120568432483
P01,T02,left_knee_range_mean,75.24356746397025,94.5625717069838
P01,T02,right_hip_range_mean,78.13307478814286,96.79485490688072
P01,T02,left_hip_range_mean,80.99258561393177,101.03222263998646
P01,T02,alcazar_rel_power_Wkg,4.915625644437072,4.8313197424892715
P01,T02,alcazar_power_W,452.2375592882106,444.48141630901296
P01,T03,time,8.200141666666667,8.2
P01,T03,time_sit2stand,3.6000621951219514,3.666666666666667
P01,T03,time_stand2sit,3.9000673780487807,3.8333333333333335
P01,T03,time_sd,0.3492273893946875,0.3549021774454978
P01,T03,trunk_lean_max,204.8291188478154,215.78145551707757
P01,T03,trunk_lean_range_mean,24.476513833218384,35.786372709712374
P01,T03,right_knee_range_mean,81.24032300541765,87.1174355316845
P01,T03,left_knee_range_mean,79.40191799076482,108.5330322705834
P01,T03,right_hip_range_mean,82.89725207708015,107.15710947660918
P01,T03,left_hip_range_mean,84.28546062159316,108.07082196399679
P01,T03,alcazar_rel_power_Wkg,4.575927041910861,4.576006097560976
P01,T03,alcazar_power_W,420.9852878557992,420.99256097560976
P01,T04,time,7.433458001397623,7.433333333333333
P01,T04,time_sit2stand,3.2667214535290006,3.433333333333333
P01,T04,time_stand2sit,3.6000603773584907,3.466666666666667
P01,T04,time_sd,0.1514400957212298,0.18926759422104517
P01,T04,trunk_lean_max,209.76054582217358,215.66211993362612
P01,T04,trunk_lean_range_mean,24.95265147930201,32.66440265278155
P01,T04,right_knee_range_mean,78.27583852508747,78.14263618229879
P01,T04,left_knee_range_mean,74.3204935849639,95.45739091137764
P01,T04,right_hip_range_mean,85.20973846590826,96.24638497086798
P01,T04,left_hip_range_mean,81.27708324673262,109.36407076163944
P01,T04,alcazar_rel_power_Wkg,5.047886191452882,5.047970852017937
P01,T04,alcazar_power_W,464.4055296136651,464.41331838565026
P01,T05,time,7.3334616025320685,7.466666666666667
P01,T05,time_sit2stand,3.4667273030151593,3.5
P01,T05,time_stand2sit,3.3000577211394306,3.3666666666666667
P01,T05,time_sd,0.2772933080307575,0.25940101944458294
P01,T05,trunk_lean_max,208.36911524815906,219.81202288106388
P01,T05,trunk_lean_range_mean,26.28881244218501,36.95059361411809
